year;month;produced_material;produced_material_production_type;produced_material_release_type;produced_material_quantity;component_material;component_material_production_type;component_material_release_type;component_material_quantity;plant_id
2024;2;80076;8007;PROD;815;90032;;ADD;29;RLT_14
2024;2;80076;8007;PROD;815;90033;;ADD;11;RLT_14
2024;2;80016;8001;PROD;1820;80006;8000;PROD;1828;RLT_14
2024;2;80016;8001;PROD;1820;90034;;ADD;99;RLT_14
2024;2;80006;8000;PROD;1825;70006;;RM;2175;RLT_14
2024;2;80006;8000;PROD;1825;90035;;ADD;74;RLT_14
2024;3;10006;8002;FIN;1005;50006;8002;PROD;1005;RLT_14
2024;3;50006;8002;PROD;864;80076;8007;PROD;865;RLT_14
2024;3;50006;8002;PROD;864;90030;;ADD;49;RLT_14
2024;3;50006;8002;PROD;864;90031;;ADD;20;RLT_14
2024;3;80076;8007;PROD;896;80016;8001;PROD;3058;RLT_14
2024;3;80076;8007;PROD;896;90032;;ADD;28;RLT_14
2024;3;80076;8007;PROD;896;90033;;ADD;10;RLT_14
2024;3;80016;8001;PROD;1647;80006;8000;PROD;1826;RLT_14
2024;3;80016;8001;PROD;1647;90034;;ADD;101;RLT_14
2024;3;80006;8000;PROD;1945;70006;;RM;2467;RLT_14
2024;3;80006;8000;PROD;1945;90035;;ADD;67;RLT_14
2024;4;10006;8002;FIN;984;50006;8002;PROD;984;RLT_14
2024;4;50006;8002;PROD;774;80076;8007;PROD;917;RLT_14
2024;4;50006;8002;PROD;774;90030;;ADD;46;RLT_14
2024;4;50006;8002;PROD;774;90031;;ADD;19;RLT_14
2024;4;80076;8007;PROD;859;80016;8001;PROD;3313;RLT_14
2024;4;80076;8007;PROD;859;90032;;ADD;30;RLT_14
2024;4;80076;8007;PROD;859;90033;;ADD;9;RLT_14
2024;4;80016;8001;PROD;1755;80006;8000;PROD;2106;RLT_14
2024;4;80016;8001;PROD;1755;90034;;ADD;107;RLT_14
2024;4;80006;8000;PROD;2023;70006;;RM;2525;RLT_14
2024;4;80006;8000;PROD;2023;90035;;ADD;76;RLT_14
2024;5;10006;8002;FIN;1005;50006;8002;PROD;1005;RLT_14
2024;5;50006;8002;PROD;851;80076;8007;PROD;970;RLT_14
2024;5;50006;8002;PROD;851;90030;;ADD;52;RLT_14
2024;5;50006;8002;PROD;851;90031;;ADD;19;RLT_14
2024;5;80076;8007;PROD;924;80016;8001;PROD;3064;RLT_14
2024;5;80076;8007;PROD;924;90032;;ADD;33;RLT_14
2024;5;80076;8007;PROD;924;90033;;ADD;11;RLT_14
2024;5;80016;8001;PROD;1665;80006;8000;PROD;2127;RLT_14
2024;5;80016;8001;PROD;1665;90034;;ADD;104;RLT_14
2024;5;80006;8000;PROD;2063;70006;;RM;2372;RLT_14
2024;5;80006;8000;PROD;2063;90035;;ADD;73;RLT_14
2024;6;10006;8002;FIN;935;50006;8002;PROD;935;RLT_14
2024;6;50006;8002;PROD;758;80076;8007;PROD;1059;RLT_14
2024;6;50006;8002;PROD;758;90030;;ADD;54;RLT_14
2024;6;50006;8002;PROD;758;90031;;ADD;20;RLT_14
2024;6;80076;8007;PROD;969;80016;8001;PROD;4276;RLT_14
2024;6;80076;8007;PROD;969;90032;;ADD;28;RLT_14
2024;6;80076;8007;PROD;969;90033;;ADD;10;RLT_14
2024;6;80016;8001;PROD;1979;80006;8000;PROD;1944;RLT_14
2024;6;80016;8001;PROD;1979;90034;;ADD;109;RLT_14
2024;6;80006;8000;PROD;1911;70006;;RM;2787;RLT_14
2024;6;80006;8000;PROD;1911;90035;;ADD;72;RLT_14
2024;7;10006;8002;FIN;973;50006;8002;PROD;973;RLT_14
2024;7;50006;8002;PROD;798;80076;8007;PROD;867;RLT_14
2024;7;50006;8002;PROD;798;90030;;ADD;51;RLT_14
2024;7;50006;8002;PROD;798;90031;;ADD;20;RLT_14
2024;7;80076;8007;PROD;855;80016;8001;PROD;3921;RLT_14
2024;7;80076;8007;PROD;855;90032;;ADD;29;RLT_14
2024;7;80076;8007;PROD;855;90033;;ADD;9;RLT_14
2024;7;80016;8001;PROD;1964;80006;8000;PROD;1943;RLT_14
2024;7;80016;8001;PROD;1964;90034;;ADD;94;RLT_14
2024;7;80006;8000;PROD;1865;70006;;RM;2936;RLT_14
2024;7;80006;8000;PROD;1865;90035;;ADD;73;RLT_14
2024;8;10006;8002;FIN;1034;50006;8002;PROD;1034;RLT_14
2024;8;50006;8002;PROD;844;80076;8007;PROD;868;RLT_14
2024;8;50006;8002;PROD;844;90030;;ADD;46;RLT_14
2024;8;50006;8002;PROD;844;90031;;ADD;22;RLT_14
2024;8;80076;8007;PROD;830;80016;8001;PROD;3186;RLT_14
2024;8;80076;8007;PROD;830;90032;;ADD;29;RLT_14
2024;8;80076;8007;PROD;830;90033;;ADD;10;RLT_14
2024;8;80016;8001;PROD;1725;80006;8000;PROD;1904;RLT_14
2024;8;80016;8001;PROD;1725;90034;;ADD;100;RLT_14
2024;8;80006;8000;PROD;1941;70006;;RM;2655;RLT_14
2024;8;80006;8000;PROD;1941;90035;;ADD;64;RLT_14
2024;9;10006;8002;FIN;1040;50006;8002;PROD;1040;RLT_14
2024;9;50006;8002;PROD;720;80076;8007;PROD;982;RLT_14
2024;9;50006;8002;PROD;720;90030;;ADD;52;RLT_14
2024;9;50006;8002;PROD;720;90031;;ADD;21;RLT_14
2024;9;80076;8007;PROD;977;80016;8001;PROD;3226;RLT_14
2024;9;80076;8007;PROD;977;90032;;ADD;29;RLT_14
2024;9;80076;8007;PROD;977;90033;;ADD;9;RLT_14
2024;9;80016;8001;PROD;1679;80006;8000;PROD;1910;RLT_14
2024;9;80016;8001;PROD;1679;90034;;ADD;91;RLT_14
2024;9;80006;8000;PROD;1924;70006;;RM;2434;RLT_14
2024;9;80006;8000;PROD;1924;90035;;ADD;71;RLT_14
2024;10;10006;8002;FIN;949;50006;8002;PROD;949;RLT_14
2024;10;50006;8002;PROD;745;80076;8007;PROD;820;RLT_14
2024;10;50006;8002;PROD;745;90030;;ADD;48;RLT_14
2024;10;50006;8002;PROD;745;90031;;ADD;22;RLT_14
2024;10;80076;8007;PROD;895;80016;8001;PROD;3258;RLT_14
2024;10;80076;8007;PROD;895;90032;;ADD;27;RLT_14
2024;10;80076;8007;PROD;895;90033;;ADD;11;RLT_14
2024;10;80016;8001;PROD;1686;80006;8000;PROD;1847;RLT_14
2024;10;80016;8001;PROD;1686;90034;;ADD;103;RLT_14
2024;10;80006;8000;PROD;1972;70006;;RM;2550;RLT_14
2024;10;80006;8000;PROD;1972;90035;;ADD;64;RLT_14
2024;11;10006;8002;FIN;1069;50006;8002;PROD;1069;RLT_14
2024;11;50006;8002;PROD;766;80076;8007;PROD;880;RLT_14
2024;11;50006;8002;PROD;766;90030;;ADD;49;RLT_14
2024;11;50006;8002;PROD;766;90031;;ADD;22;RLT_14
2024;11;80076;8007;PROD;816;80016;8001;PROD;3251;RLT_14
2024;11;80076;8007;PROD;816;90032;;ADD;32;RLT_14
2024;11;80076;8007;PROD;816;90033;;ADD;11;RLT_14
2024;11;80016;8001;PROD;1709;80006;8000;PROD;1871;RLT_14
2024;11;80016;8001;PROD;1709;90034;;ADD;100;RLT_14
2024;11;80006;8000;PROD;1887;70006;;RM;2766;RLT_14
2024;11;80006;8000;PROD;1887;90035;;ADD;76;RLT_14
2024;12;10006;8002;FIN;957;50006;8002;PROD;957;RLT_14
2024;12;50006;8002;PROD;820;80076;8007;PROD;998;RLT_14
2024;12;50006;8002;PROD;820;90030;;ADD;52;RLT_14
2024;12;50006;8002;PROD;820;90031;;ADD;19;RLT_14
2024;12;80076;8007;PROD;972;80016;8001;PROD;3635;RLT_14
2024;12;80076;8007;PROD;972;90032;;ADD;29;RLT_14
2024;12;80076;8007;PROD;972;90033;;ADD;10;RLT_14
2024;12;80016;8001;PROD;1956;80006;8000;PROD;1909;RLT_14
2024;12;80016;8001;PROD;1956;90034;;ADD;98;RLT_14
2024;12;80006;8000;PROD;1905;70006;;RM;2521;RLT_14
2024;12;80006;8000;PROD;1905;90035;;ADD;63;RLT_14
2024;1;10007;8002;FIN;975;50007;8002;PROD;975;RLT_16
2024;1;50007;8002;PROD;739;80077;8007;PROD;808;RLT_16
2024;1;50007;8002;PROD;739;90035;;ADD;49;RLT_16
2024;1;50007;8002;PROD;739;90036;;ADD;21;RLT_16
2024;1;80077;8007;PROD;897;80017;8001;PROD;3541;RLT_16
2024;1;80077;8007;PROD;897;90037;;ADD;29;RLT_16
2024;1;80077;8007;PROD;897;90038;;ADD;11;RLT_16
2024;1;80017;8001;PROD;1670;80007;8000;PROD;1909;RLT_16
2024;1;80017;8001;PROD;1670;90039;;ADD;96;RLT_16
2024;1;80007;8000;PROD;1904;70007;;RM;2803;RLT_16
2024;1;80007;8000;PROD;1904;90040;;ADD;72;RLT_16
2024;2;10007;8002;FIN;1050;50007;8002;PROD;1050;RLT_16
2024;2;50007;8002;PROD;811;80077;8007;PROD;879;RLT_16
2024;2;50007;8002;PROD;811;90035;;ADD;48;RLT_16
2024;2;50007;8002;PROD;811;90036;;ADD;20;RLT_16
2024;2;80077;8007;PROD;875;80017;8001;PROD;3021;RLT_16
2024;2;80077;8007;PROD;875;90037;;ADD;29;RLT_16
2024;2;80077;8007;PROD;875;90038;;ADD;11;RLT_16
2024;2;80017;8001;PROD;1635;80007;8000;PROD;2130;RLT_16
2024;2;80017;8001;PROD;1635;90039;;ADD;107;RLT_16
2024;2;80007;8000;PROD;2144;70007;;RM;2538;RLT_16
2024;2;80007;8000;PROD;2144;90040;;ADD;73;RLT_16
2024;3;10007;8002;FIN;955;50007;8002;PROD;955;RLT_16
2024;3;50007;8002;PROD;795;80077;8007;PROD;818;RLT_16
2024;3;50007;8002;PROD;795;90035;;ADD;46;RLT_16
2024;3;50007;8002;PROD;795;90036;;ADD;20;RLT_16
2024;3;80077;8007;PROD;894;80017;8001;PROD;3359;RLT_16
2024;3;80077;8007;PROD;894;90037;;ADD;33;RLT_16
2024;3;80077;8007;PROD;894;90038;;ADD;9;RLT_16
2024;3;80017;8001;PROD;1708;80007;8000;PROD;2035;RLT_16
2024;3;80017;8001;PROD;1708;90039;;ADD;91;RLT_16
2024;3;80007;8000;PROD;1854;70007;;RM;2677;RLT_16
2024;3;80007;8000;PROD;1854;90040;;ADD;68;RLT_16
2024;4;10007;8002;FIN;1070;50007;8002;PROD;1070;RLT_16
2024;4;50007;8002;PROD;805;80077;8007;PROD;927;RLT_16
2024;4;50007;8002;PROD;805;90035;;ADD;53;RLT_16
2024;4;50007;8002;PROD;805;90036;;ADD;20;RLT_16
2024;4;80077;8007;PROD;848;80017;8001;PROD;3447;RLT_16
2024;4;80077;8007;PROD;848;90037;;ADD;30;RLT_16
2024;4;80077;8007;PROD;848;90038;;ADD;10;RLT_16
2024;4;80017;8001;PROD;1862;80007;8000;PROD;2031;RLT_16
2024;4;80017;8001;PROD;1862;90039;;ADD;110;RLT_16
2024;4;80007;8000;PROD;2075;70007;;RM;2616;RLT_16
2024;4;80007;8000;PROD;2075;90040;;ADD;65;RLT_16
2024;5;10007;8002;FIN;954;50007;8002;PROD;954;RLT_16
2024;5;50007;8002;PROD;757;80077;8007;PROD;881;RLT_16
2024;5;50007;8002;PROD;757;90035;;ADD;50;RLT_16
2024;5;50007;8002;PROD;757;90036;;ADD;19;RLT_16
2024;5;80077;8007;PROD;857;80017;8001;PROD;3270;RLT_16
2024;5;80077;8007;PROD;857;90037;;ADD;32;RLT_16
2024;5;80077;8007;PROD;857;90038;;ADD;11;RLT_16
2024;5;80017;8001;PROD;1630;80007;8000;PROD;2105;RLT_16
2024;5;80017;8001;PROD;1630;90039;;ADD;109;RLT_16
2024;5;80007;8000;PROD;2166;70007;;RM;2638;RLT_16
2024;5;80007;8000;PROD;2166;90040;;ADD;74;RLT_16
2024;6;10007;8002;FIN;901;50007;8002;PROD;901;RLT_16
2024;6;50007;8002;PROD;764;80077;8007;PROD;984;RLT_16
2024;6;50007;8002;PROD;764;90035;;ADD;45;RLT_16
2024;6;50007;8002;PROD;764;90036;;ADD;20;RLT_16
2024;6;80077;8007;PROD;988;80017;8001;PROD;3803;RLT_16
2024;6;80077;8007;PROD;988;90037;;ADD;32;RLT_16
2024;6;80077;8007;PROD;988;90038;;ADD;11;RLT_16
2024;6;80017;8001;PROD;1772;80007;8000;PROD;2364;RLT_16
2024;6;80017;8001;PROD;1772;90039;;ADD;98;RLT_16
2024;6;80007;8000;PROD;2185;70007;;RM;2117;RLT_16
2024;6;80007;8000;PROD;2185;90040;;ADD;68;RLT_16
2024;7;10007;8002;FIN;1054;50007;8002;PROD;1054;RLT_16
2024;7;50007;8002;PROD;764;80077;8007;PROD;803;RLT_16
2024;7;50007;8002;PROD;764;90035;;ADD;49;RLT_16
2024;7;50007;8002;PROD;764;90036;;ADD;20;RLT_16
2024;7;80077;8007;PROD;870;80017;8001;PROD;3842;RLT_16
2024;7;80077;8007;PROD;870;90037;;ADD;32;RLT_16
2024;7;80077;8007;PROD;870;90038;;ADD;10;RLT_16
2024;7;80017;8001;PROD;1773;80007;8000;PROD;2033;RLT_16
2024;7;80017;8001;PROD;1773;90039;;ADD;94;RLT_16
2024;7;80007;8000;PROD;1944;70007;;RM;2641;RLT_16
2024;7;80007;8000;PROD;1944;90040;;ADD;75;RLT_16
2024;8;10007;8002;FIN;1044;50007;8002;PROD;1044;RLT_16
2024;8;50007;8002;PROD;747;80077;8007;PROD;942;RLT_16
2024;8;50007;8002;PROD;747;90035;;ADD;47;RLT_16
2024;8;50007;8002;PROD;747;90036;;ADD;19;RLT_16
2024;8;80077;8007;PROD;977;80017;8001;PROD;3835;RLT_16
2024;8;80077;8007;PROD;977;90037;;ADD;29;RLT_16
2024;8;80077;8007;PROD;977;90038;;ADD;10;RLT_16
2024;8;80017;8001;PROD;1922;80007;8000;PROD;1928;RLT_16
2024;8;80017;8001;PROD;1922;90039;;ADD;99;RLT_16
2024;8;80007;8000;PROD;1931;70007;;RM;2797;RLT_16
2024;8;80007;8000;PROD;1931;90040;;ADD;68;RLT_16
2024;9;10007;8002;FIN;941;50007;8002;PROD;941;RLT_16
2024;9;50007;8002;PROD;861;80077;8007;PROD;1018;RLT_16
2024;9;50007;8002;PROD;861;90035;;ADD;47;RLT_16
2024;9;50007;8002;PROD;861;90036;;ADD;21;RLT_16
2024;9;80077;8007;PROD;958;80017;8001;PROD;3219;RLT_16
2024;9;80077;8007;PROD;958;90037;;ADD;32;RLT_16
2024;9;80077;8007;PROD;958;90038;;ADD;10;RLT_16
2024;9;80017;8001;PROD;1707;80007;8000;PROD;2108;RLT_16
2024;9;80017;8001;PROD;1707;90039;;ADD;101;RLT_16
2024;9;80007;8000;PROD;1950;70007;;RM;2429;RLT_16
2024;9;80007;8000;PROD;1950;90040;;ADD;66;RLT_16
2024;10;10007;8002;FIN;1049;50007;8002;PROD;1049;RLT_16
2024;10;50007;8002;PROD;810;80077;8007;PROD;876;RLT_16
2024;10;50007;8002;PROD;810;90035;;ADD;51;RLT_16
2024;10;50007;8002;PROD;810;90036;;ADD;19;RLT_16
2024;10;80077;8007;PROD;811;80017;8001;PROD;3890;RLT_16
2024;10;80077;8007;PROD;811;90037;;ADD;30;RLT_16
2024;10;80077;8007;PROD;811;90038;;ADD;10;RLT_16
2024;10;80017;8001;PROD;1895;80007;8000;PROD;2103;RLT_16
2024;10;80017;8001;PROD;1895;90039;;ADD;107;RLT_16
2024;10;80007;8000;PROD;2045;70007;;RM;2287;RLT_16
2024;10;80007;8000;PROD;2045;90040;;ADD;67;RLT_16
2024;11;10007;8002;FIN;949;50007;8002;PROD;949;RLT_16
2024;11;50007;8002;PROD;840;80077;8007;PROD;966;RLT_16
2024;11;50007;8002;PROD;840;90035;;ADD;49;RLT_16
2024;11;50007;8002;PROD;840;90036;;ADD;20;RLT_16
2024;11;80077;8007;PROD;927;80017;8001;PROD;3601;RLT_16
2024;11;80077;8007;PROD;927;90037;;ADD;30;RLT_16
2024;11;80077;8007;PROD;927;90038;;ADD;10;RLT_16
2024;11;80017;8001;PROD;1946;80007;8000;PROD;1938;RLT_16
2024;11;80017;8001;PROD;1946;90039;;ADD;100;RLT_16
2024;11;80007;8000;PROD;1859;70007;;RM;2558;RLT_16
2024;11;80007;8000;PROD;1859;90040;;ADD;69;RLT_16
2024;12;10007;8002;FIN;1081;50007;8002;PROD;1081;RLT_16
2024;12;50007;8002;PROD;794;80077;8007;PROD;857;RLT_16
2024;12;50007;8002;PROD;794;90035;;ADD;51;RLT_16
2024;12;50007;8002;PROD;794;90036;;ADD;21;RLT_16
2024;12;80077;8007;PROD;849;80017;8001;PROD;3822;RLT_16
2024;12;80077;8007;PROD;849;90037;;ADD;27;RLT_16
2024;12;80077;8007;PROD;849;90038;;ADD;9;RLT_16
2024;12;80017;8001;PROD;1780;80007;8000;PROD;2046;RLT_16
2024;12;80017;8001;PROD;1780;90039;;ADD;102;RLT_16
2024;12;80007;8000;PROD;2181;70007;;RM;2523;RLT_16
2024;12;80007;8000;PROD;2181;90040;;ADD;65;RLT_16
2024;1;10008;8002;FIN;1032;50008;8002;PROD;1032;RLT_16
2024;1;50008;8002;PROD;790;80078;8007;PROD;928;RLT_16
2024;1;50008;8002;PROD;790;90040;;ADD;52;RLT_16
2024;1;50008;8002;PROD;790;90041;;ADD;18;RLT_16
2024;1;80078;8007;PROD;868;80018;8001;PROD;3471;RLT_16
2024;1;80078;8007;PROD;868;90042;;ADD;32;RLT_16
2024;1;80078;8007;PROD;868;90043;;ADD;9;RLT_16
2024;1;80018;8001;PROD;1825;80008;8000;PROD;2301;RLT_16
2024;1;80018;8001;PROD;1825;90044;;ADD;92;RLT_16
2024;1;80008;8000;PROD;2136;70008;;RM;2860;RLT_16
2024;1;80008;8000;PROD;2136;90045;;ADD;70;RLT_16
2024;2;10008;8002;FIN;1084;50008;8002;PROD;1084;RLT_16
2024;2;50008;8002;PROD;873;80078;8007;PROD;873;RLT_16
2024;2;50008;8002;PROD;873;90040;;ADD;52;RLT_16
2024;2;50008;8002;PROD;873;90041;;ADD;20;RLT_16
2024;2;80078;8007;PROD;815;80018;8001;PROD;3812;RLT_16
2024;2;80078;8007;PROD;815;90042;;ADD;29;RLT_16
2024;2;80078;8007;PROD;815;90043;;ADD;11;RLT_16
2024;2;80018;8001;PROD;1820;80008;8000;PROD;1828;RLT_16
2024;2;80018;8001;PROD;1820;90044;;ADD;99;RLT_16
2024;2;80008;8000;PROD;1825;70008;;RM;2175;RLT_16
2024;2;80008;8000;PROD;1825;90045;;ADD;74;RLT_16
2024;3;10008;8002;FIN;1005;50008;8002;PROD;1005;RLT_16
2024;3;50008;8002;PROD;864;80078;8007;PROD;865;RLT_16
2024;3;50008;8002;PROD;864;90040;;ADD;49;RLT_16
2024;3;50008;8002;PROD;864;90041;;ADD;20;RLT_16
2024;3;80078;8007;PROD;896;80018;8001;PROD;3058;RLT_16
2024;3;80078;8007;PROD;896;90042;;ADD;28;RLT_16
2024;3;80078;8007;PROD;896;90043;;ADD;10;RLT_16
2024;3;80018;8001;PROD;1647;80008;8000;PROD;1826;RLT_16
2024;3;80018;8001;PROD;1647;90044;;ADD;101;RLT_16
2024;3;80008;8000;PROD;1945;70008;;RM;2467;RLT_16
2024;3;80008;8000;PROD;1945;90045;;ADD;67;RLT_16
2024;4;10008;8002;FIN;984;50008;8002;PROD;984;RLT_16
2024;4;50008;8002;PROD;774;80078;8007;PROD;917;RLT_16
2024;4;50008;8002;PROD;774;90040;;ADD;46;RLT_16
2024;4;50008;8002;PROD;774;90041;;ADD;19;RLT_16
2024;4;80078;8007;PROD;859;80018;8001;PROD;3313;RLT_16
2024;4;80078;8007;PROD;859;90042;;ADD;30;RLT_16
2024;4;80078;8007;PROD;859;90043;;ADD;9;RLT_16
2024;4;80018;8001;PROD;1755;80008;8000;PROD;2106;RLT_16
2024;4;80018;8001;PROD;1755;90044;;ADD;107;RLT_16
2024;4;80008;8000;PROD;2023;70008;;RM;2525;RLT_16
2024;4;80008;8000;PROD;2023;90045;;ADD;76;RLT_16
2024;5;10008;8002;FIN;1005;50008;8002;PROD;1005;RLT_16
2024;5;50008;8002;PROD;851;80078;8007;PROD;970;RLT_16
2024;5;50008;8002;PROD;851;90040;;ADD;52;RLT_16
2024;5;50008;8002;PROD;851;90041;;ADD;19;RLT_16
2024;5;80078;8007;PROD;924;80018;8001;PROD;3064;RLT_16
2024;5;80078;8007;PROD;924;90042;;ADD;33;RLT_16
2024;5;80078;8007;PROD;924;90043;;ADD;11;RLT_16
2024;5;80018;8001;PROD;1665;80008;8000;PROD;2127;RLT_16
2024;5;80018;8001;PROD;1665;90044;;ADD;104;RLT_16
2024;5;80008;8000;PROD;2063;70008;;RM;2372;RLT_16
2024;5;80008;8000;PROD;2063;90045;;ADD;73;RLT_16
2024;6;10008;8002;FIN;935;50008;8002;PROD;935;RLT_16
2024;6;50008;8002;PROD;758;80078;8007;PROD;1059;RLT_16
2024;6;50008;8002;PROD;758;90040;;ADD;54;RLT_16
2024;6;50008;8002;PROD;758;90041;;ADD;20;RLT_16
2024;6;80078;8007;PROD;969;80018;8001;PROD;4276;RLT_16
2024;6;80078;8007;PROD;969;90042;;ADD;28;RLT_16
2024;6;80078;8007;PROD;969;90043;;ADD;10;RLT_16
2024;6;80018;8001;PROD;1979;80008;8000;PROD;1944;RLT_16
2024;6;80018;8001;PROD;1979;90044;;ADD;109;RLT_16
2024;6;80008;8000;PROD;1911;70008;;RM;2787;RLT_16
2024;6;80008;8000;PROD;1911;90045;;ADD;72;RLT_16
2024;7;10008;8002;FIN;973;50008;8002;PROD;973;RLT_16
2024;7;50008;8002;PROD;798;80078;8007;PROD;867;RLT_16
2024;7;50008;8002;PROD;798;90040;;ADD;51;RLT_16
2024;7;50008;8002;PROD;798;90041;;ADD;20;RLT_16
2024;7;80078;8007;PROD;855;80018;8001;PROD;3921;RLT_16
2024;7;80078;8007;PROD;855;90042;;ADD;29;RLT_16
2024;7;80078;8007;PROD;855;90043;;ADD;9;RLT_16
2024;7;80018;8001;PROD;1964;80008;8000;PROD;1943;RLT_16
2024;7;80018;8001;PROD;1964;90044;;ADD;94;RLT_16
2024;7;80008;8000;PROD;1865;70008;;RM;2936;RLT_16
2024;7;80008;8000;PROD;1865;90045;;ADD;73;RLT_16
2024;8;10008;8002;FIN;1034;50008;8002;PROD;1034;RLT_16
2024;8;50008;8002;PROD;844;80078;8007;PROD;868;RLT_16
2024;8;50008;8002;PROD;844;90040;;ADD;46;RLT_16
2024;8;50008;8002;PROD;844;90041;;ADD;22;RLT_16
2024;8;80078;8007;PROD;830;80018;8001;PROD;3186;RLT_16
2024;8;80078;8007;PROD;830;90042;;ADD;29;RLT_16
2024;8;80078;8007;PROD;830;90043;;ADD;10;RLT_16
2024;8;80018;8001;PROD;1725;80008;8000;PROD;1904;RLT_16
2024;8;80018;8001;PROD;1725;90044;;ADD;100;RLT_16
2024;8;80008;8000;PROD;1941;70008;;RM;2655;RLT_16
2024;8;80008;8000;PROD;1941;90045;;ADD;64;RLT_16
2024;9;10008;8002;FIN;1040;50008;8002;PROD;1040;RLT_16
2024;9;50008;8002;PROD;720;80078;8007;PROD;982;RLT_16
2024;9;50008;8002;PROD;720;90040;;ADD;52;RLT_16
2024;9;50008;8002;PROD;720;90041;;ADD;21;RLT_16
2024;9;80078;8007;PROD;977;80018;8001;PROD;3226;RLT_16
2024;9;80078;8007;PROD;977;90042;;ADD;29;RLT_16
2024;9;80078;8007;PROD;977;90043;;ADD;9;RLT_16
2024;9;80018;8001;PROD;1679;80008;8000;PROD;1910;RLT_16
2024;9;80018;8001;PROD;1679;90044;;ADD;91;RLT_16
2024;9;80008;8000;PROD;1924;70008;;RM;2434;RLT_16
2024;9;80008;8000;PROD;1924;90045;;ADD;71;RLT_16
2024;10;10008;8002;FIN;949;50008;8002;PROD;949;RLT_16
2024;10;50008;8002;PROD;745;80078;8007;PROD;820;RLT_16
2024;10;50008;8002;PROD;745;90040;;ADD;48;RLT_16
2024;10;50008;8002;PROD;745;90041;;ADD;22;RLT_16
2024;10;80078;8007;PROD;895;80018;8001;PROD;3258;RLT_16
2024;10;80078;8007;PROD;895;90042;;ADD;27;RLT_16
2024;10;80078;8007;PROD;895;90043;;ADD;11;RLT_16
2024;10;80018;8001;PROD;1686;80008;8000;PROD;1847;RLT_16
2024;10;80018;8001;PROD;1686;90044;;ADD;103;RLT_16
2024;10;80008;8000;PROD;1972;70008;;RM;2550;RLT_16
2024;10;80008;8000;PROD;1972;90045;;ADD;64;RLT_16
2024;11;10008;8002;FIN;1069;50008;8002;PROD;1069;RLT_16
2024;11;50008;8002;PROD;766;80078;8007;PROD;880;RLT_16
2024;11;50008;8002;PROD;766;90040;;ADD;49;RLT_16
2024;11;50008;8002;PROD;766;90041;;ADD;22;RLT_16
2024;11;80078;8007;PROD;816;80018;8001;PROD;3251;RLT_16
2024;11;80078;8007;PROD;816;90042;;ADD;32;RLT_16
2024;11;80078;8007;PROD;816;90043;;ADD;11;RLT_16
2024;11;80018;8001;PROD;1709;80008;8000;PROD;1871;RLT_16
2024;11;80018;8001;PROD;1709;90044;;ADD;100;RLT_16
2024;11;80008;8000;PROD;1887;70008;;RM;2766;RLT_16
2024;11;80008;8000;PROD;1887;90045;;ADD;76;RLT_16
2024;12;10008;8002;FIN;957;50008;8002;PROD;957;RLT_16
2024;12;50008;8002;PROD;820;80078;8007;PROD;998;RLT_16
2024;12;50008;8002;PROD;820;90040;;ADD;52;RLT_16
2024;12;50008;8002;PROD;820;90041;;ADD;19;RLT_16
2024;12;80078;8007;PROD;972;80018;8001;PROD;3635;RLT_16
2024;12;80078;8007;PROD;972;90042;;ADD;29;RLT_16
2024;12;80078;8007;PROD;972;90043;;ADD;10;RLT_16
2024;12;80018;8001;PROD;1956;80008;8000;PROD;1909;RLT_16
2024;12;80018;8001;PROD;1956;90044;;ADD;98;RLT_16
2024;12;80008;8000;PROD;1905;70008;;RM;2521;RLT_16
2024;12;80008;8000;PROD;1905;90045;;ADD;63;RLT_16
2024;1;10009;8002;FIN;975;50009;8002;PROD;975;RLT_14
2024;1;50009;8002;PROD;739;80079;8007;PROD;808;RLT_14
2024;1;50009;8002;PROD;739;90045;;ADD;49;RLT_14
2024;1;50009;8002;PROD;739;90046;;ADD;21;RLT_14
2024;1;80079;8007;PROD;897;80019;8001;PROD;3541;RLT_14
2024;1;80079;8007;PROD;897;90047;;ADD;29;RLT_14
2024;1;80079;8007;PROD;897;90048;;ADD;11;RLT_14
2024;1;80019;8001;PROD;1670;80009;8000;PROD;1909;RLT_14
2024;1;80019;8001;PROD;1670;90049;;ADD;96;RLT_14
2024;1;80009;8000;PROD;1904;70009;;RM;2803;RLT_14
2024;1;80009;8000;PROD;1904;90050;;ADD;72;RLT_14
2024;2;10009;8002;FIN;1050;50009;8002;PROD;1050;RLT_14
2024;2;50009;8002;PROD;811;80079;8007;PROD;879;RLT_14
2024;2;50009;8002;PROD;811;90045;;ADD;48;RLT_14
2024;2;50009;8002;PROD;811;90046;;ADD;20;RLT_14
2024;2;80079;8007;PROD;875;80019;8001;PROD;3021;RLT_14
2024;2;80079;8007;PROD;875;90047;;ADD;29;RLT_14
2024;2;80079;8007;PROD;875;90048;;ADD;11;RLT_14
2024;2;80019;8001;PROD;1635;80009;8000;PROD;2130;RLT_14
2024;2;80019;8001;PROD;1635;90049;;ADD;107;RLT_14
2024;2;80009;8000;PROD;2144;70009;;RM;2538;RLT_14
2024;2;80009;8000;PROD;2144;90050;;ADD;73;RLT_14
2024;3;10009;8002;FIN;955;50009;8002;PROD;955;RLT_14
2024;3;50009;8002;PROD;795;80079;8007;PROD;818;RLT_14
2024;3;50009;8002;PROD;795;90045;;ADD;46;RLT_14
